Nr circumscripție,Circumscripție,cod_judet,Nume Partid,Partid,gen,Pozitie Buletin,Membru alianta,Nume,Prenume,Funcție,Pozitie lista,x
20,GORJ,GJ,ROMÂNIA SOCIALISTĂ,PRS,F,15,PARTIDUL SOCIALIST ROMÂN,SANDU,GHEORGHIȚA,CD,5,GJPRSSANDUPARTIDUL SOCIALIST ROMÂN
30,OLT,OT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,13,,STANA,GHEORGHIȚA,CD,2,OTPSDISTANA
21,HARGHITA,HR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,18,,CRAIA,GHEORGHIȚĂ,CD,1,HRPSDICRAIA
39,VASLUI,VS,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,21,,DÎRȚU,GHEORGHIȚĂ,CD,8,VSANCDÎRȚU
35,SUCEAVA,SV,PARTIDUL SOCIAL DEMOCRAT,PSD,M,2,,MÎNDRUȚĂ,GHEORGHIȚĂ,S,3,SVPSDMÎNDRUȚĂ
35,SUCEAVA,SV,PARTIDUL NOUA ROMÂNIE,PNRO,M,17,,VELNICIUC,GHEORGHIȚĂ,S,1,SVPNROVELNICIUC
42,Bucuresti,B,ROMÂNIA SOCIALISTĂ,PRS,M,18,PARTIDUL SOCIALIST ROMÂN,ZBĂGANU,GHEORGHIȚĂ,CD,2,BPRSZBĂGANUPARTIDUL SOCIALIST ROMÂN
9,BRAILA,BR,PARTIDUL VERDE,PVERDE,M,10,,GHINEA,GHEORGHIȚĂ-CIPRIAN,CD,3,BRPVERDEGHINEA
17,DOLJ,DJ,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,BARBU,GHEORGHIȚA-DANIELA,S,3,DJPSDBARBU
36,TELEORMAN,TR,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,12,,MERCA,GHEORGHIȚĂ-MĂDĂLIN,S,2,TRDREPTMERCA
24,IASI,IS,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,7,,DARIE,GHEORGHIȚĂ-MARIUS,CD,4,ISADNDARIE
3,ARGES,AG,FORȚA DREPTEI,FDREPTEI,F,1,,ȘUTAN,GHERGHINA,S,5,AGFDREPTEIȘUTAN
39,VASLUI,VS,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,10,,TUDOR,GHERGHINA,S,4,VSPSDUTUDOR
17,DOLJ,DJ,ROMÂNIA SOCIALISTĂ,PRS,M,12,PARTIDUL SOCIALIST ROMÂN,GHIȚĂ,GHIORGHE,S,1,DJPRSGHIȚĂPARTIDUL SOCIALIST ROMÂN
18,GALATI,GL,FORȚA DREPTEI,FDREPTEI,M,2,,TABĂRĂ,GHIORGHE,CD,12,GLFDREPTEITABĂRĂ
18,GALATI,GL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,VAIDA,GHIORGHE,S,3,GLUDMRVAIDA
11,CARAS-SEVERIN,CS,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,SPOREA,GHIȚĂ,S,3,CSPNLSPOREA
38,TULCEA,TL,PARTIDUL ECOLOGIST ROMÂN,PER,F,8,,GHERGHE,GHIȚULINA,S,1,TLPERGHERGHE
13,CLUJ,CJ,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,10,,FLORESCU,GIANI-MIRCEA,S,1,CJADNFLORESCU
25,ILFOV,IF,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,6,,ȘERBAN,GIANINA,CD,1,IFAURȘERBAN
35,SUCEAVA,SV,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,16,,URSU,GIANINA-CARMEN,CD,1,SVDREPTURSU
37,TIMIS,TM,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,1,,IANĂȘ,GIANINA-ILEANA,S,5,TMAURIANĂȘ
38,TULCEA,TL,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,20,,PLEȘCA,GIANNI,CD,3,TLS.O.S. ROPLEȘCA
4,BACAU,BC,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,21,,ROMAN,GICĂ,S,5,BCPNCRROMAN
37,TIMIS,TM,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,20,,ROȘU,GICĂ,S,2,TMPNCRROȘU
27,MEHEDINTI,MH,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,8,,VASILAN,GICU,S,1,MHADNVASILAN
10,BUZAU,BZ,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,DRAGOMIR,GICU-GABRIEL,CD,9,BZPNLDRAGOMIR
4,BACAU,BC,PARTIDUL SOCIAL DEMOCRAT,PSD,M,5,,AVORNICIȚEI,GIGEL,CD,9,BCPSDAVORNICIȚEI
20,GORJ,GJ,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,JIANU,GIGEL,S,4,GJPNLJIANU
39,VASLUI,VS,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,21,,PĂDURARU,GIGEL,CD,9,VSANCPĂDURARU
30,OLT,OT,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,ȘTIRBU,GIGEL-SORINEL,CD,1,OTPNLȘTIRBU
30,OLT,OT,UNIUNEA SALVAȚI ROMÂNIA,USR,M,6,,GĂLAN,GIGI,CD,1,OTUSRGĂLAN
25,ILFOV,IF,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,10,,DINCĂ,GILDA-MARIA,CD,2,IFADNDINCĂ
18,GALATI,GL,PARTIDUL NAȚIONAL LIBERAL,PNL,F,6,,BRÎNZAN,GINA,S,4,GLPNLBRÎNZAN
41,VRANCEA,VN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,15,,CABA,GINA,S,2,VNREPERCABA
42,Bucuresti,B,ROMÂNIA SOCIALISTĂ,PRS,F,18,PARTIDUL SOCIALIST ROMÂN,IONIȚĂ,GINA,CD,19,BPRSIONIȚĂPARTIDUL SOCIALIST ROMÂN
39,VASLUI,VS,UNIUNEA SALVAȚI ROMÂNIA,USR,F,1,,LAZĂR,GINA,S,4,VSUSRLAZĂR
16,DAMBOVITA,DB,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,8,,LEICA,GINA,S,2,DBPSDILEICA
42,Bucuresti,B,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,7,,NISTOR,GINA,CD,27,BS.O.S. RONISTOR
41,VRANCEA,VN,FORȚA DREPTEI,FDREPTEI,F,6,,VIDREANU,GINA,S,3,VNFDREPTEIVIDREANU
24,IASI,IS,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,6,,FĂCĂOARU,GINA-ADRIANA,S,6,ISAURFĂCĂOARU
2,ARAD,AR,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,MATIASCIUC,GINA-ADRIANA,CD,6,ARPSDMATIASCIUC
8,BRASOV,BV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,12,,GHICA,GIORGIANA,CD,9,BVS.O.S. ROGHICA
31,PRAHOVA,PH,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,16,,TERZIOĞLU PETRE,GIORGIANA,CD,4,PHDREPTTERZIOĞLU PETRE
43,Diaspora,diaspora,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,10,,ZĂVOIANU,GIORGICĂ,CD,3,diasporaS.O.S. ROZĂVOIANU
27,MEHEDINTI,MH,PARTIDUL NOUA ROMÂNIE,PNRO,F,19,,DAVID,GIULIA,CD,1,MHPNRODAVID
20,GORJ,GJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,20,,TUDOR,GIULIA-MONALISA,CD,4,GJS.O.S. ROTUDOR
12,CALARASI,CL,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,7,,DUMITRU,GIULIANO,CD,1,CLROACTDUMITRU
5,BIHOR,BH,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,11,,VAIDA,GIULIANO,CD,12,BHPSDUVAIDA
21,HARGHITA,HR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,16,,MARCU,GIZELLA,CD,6,HRPNCRMARCU
37,TIMIS,TM,PATRIOȚII POPORULUI ROMÂN,PPR,M,13,,SIMUȚ,GLAD,CD,1,TMPPRSIMUȚ
2,ARAD,AR,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,VARGA,GLAD-AUREL,S,1,ARPNLVARGA
35,SUCEAVA,SV,PARTIDUL NAȚIONAL LIBERAL,PNL,M,1,,GHERGHEL,GRAȚIAN-DECEBAL,S,6,SVPNLGHERGHEL
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT,PSD,F,3,,GAVRILESCU,GRAȚIELA-LEOCADIA,CD,2,PHPSDGAVRILESCU
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,22,,SCHIBINSCHI,GRETA-ALEXANDRA,CD,10,ISPSDISCHIBINSCHI
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,21,,COCOȘ,GRIGORE,CD,3,CTPSDICOCOȘ
32,SATU MARE,SM,PARTIDUL NAȚIONAL LIBERAL,PNL,M,6,,POP,GRIGORE,S,3,SMPNLPOP
35,SUCEAVA,SV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,18,,POTOP,GRIGORE,S,4,SVPNCRPOTOP
6,BISTRITA-NASAUD,BN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,16,,PUDILIC,GRIGORE,S,3,BNREPERPUDILIC
23,IALOMITA,IL,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,9,,PEIU,GRIGORE-ADRIAN,S,1,ILS.O.S. ROPEIU
18,GALATI,GL,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,UNGUREANU,GRIGORE-DAN,CD,6,GLUSRUNGUREANU
27,MEHEDINTI,MH,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,10,,BREAZU,GRIGORE-MINEL,S,4,MHPNCRBREAZU
40,VALCEA,VL,ROMÂNIA SOCIALISTĂ,PRS,M,13,PARTIDUL SOCIALIST ROMÂN,DANCIU,GRUIA-GHEORGHE,S,3,VLPRSDANCIUPARTIDUL SOCIALIST ROMÂN
20,GORJ,GJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,BÁLINT,GYÖNGYI-ANA,S,4,GJUDMRBÁLINT
27,MEHEDINTI,MH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,SZIGYÁRTÓ,GYÖNGYI-KRISZTINA,S,4,MHUDMRSZIGYÁRTÓ
18,GALATI,GL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,DEAK,GYŐRGY,CD,1,GLUDMRDEAK
39,VASLUI,VS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,VAJDA,GYŐRGY,CD,8,VSUDMRVAJDA
5,BIHOR,BH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,2,,SZŰCS,GYÖRGY-ÁRON,S,6,BHUDMRSZŰCS
6,BISTRITA-NASAUD,BN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,BUDAI,GYŐRGY-GABOR,CD,1,BNUDMRBUDAI
4,BACAU,BC,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,CONDREA,GYÖRGY-HUNOR,CD,4,BCUDMRCONDREA
13,CLUJ,CJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,BÓDIZS,GYÖRGY-ISTVÁN,CD,5,CJUDMRBÓDIZS
33,SALAJ,SJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,2,,SZOBOSZLAI,GYÖRK,CD,5,SJUDMRSZOBOSZLAI
38,TULCEA,TL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,FEHÉR,GYULA,CD,2,TLUDMRFEHÉR
19,GIURGIU,GR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,5,,NÉMET,GYULA,CD,5,GRUDMRNÉMET
11,CARAS-SEVERIN,CS,FORȚA DREPTEI,FDREPTEI,M,6,,POPESCU,HADRIAN-CONSTANTIN,S,1,CSFDREPTEIPOPESCU
39,VASLUI,VS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,GÁL,HAJNAL,S,5,VSUDMRGÁL
5,BIHOR,BH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,2,,VIG,HAJNALKA-ILDIKÓ,S,5,BHUDMRVIG
39,VASLUI,VS,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,17,,NIȘULESCU-ASHRAFZADEH,HAMID,CD,5,VSS.O.S. RONIȘULESCU-ASHRAFZADEH
27,MEHEDINTI,MH,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,20,,ARGEȘANU,HARALAMBIE-ANDREI,CD,6,MHPSDUARGEȘANU
10,BUZAU,BZ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,20,,ÇOBAN,HASAN,CD,4,BZDREPTÇOBAN
42,Bucuresti,B,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,19,,PETROS,HAZIM,CD,5,BANCPETROS
3,ARGES,AG,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,11,,POPESCU,HELEN-OLIVIA,CD,6,AGPNCRPOPESCU
42,Bucuresti,B,PARTIDUL NAȚIONAL LIBERAL,PNL,F,3,,RAICU,HELENA-OMNA,S,5,BPNLRAICU
1,ALBA,AB,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,1,,LÖRINCZ,HELGA,CD,4,ABUDMRLÖRINCZ
31,PRAHOVA,PH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,MADARAS,HENRIETTA,CD,2,PHUDMRMADARAS
36,TELEORMAN,TR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,VARGA,HENRIETTA,CD,1,TRUDMRVARGA
5,BIHOR,BH,PATRIOȚII POPORULUI ROMÂN,PPR,F,19,,SZÁSZ,HILDA,CD,10,BHPPRSZÁSZ
42,Bucuresti,B,PARTIDUL NAȚIONAL LIBERAL,PNL,F,3,,TUDORA,HILDE-ANDRADA-ȘTEFANIA,CD,8,BPNLTUDORA
13,CLUJ,CJ,PARTIDUL SOCIAL DEMOCRAT,PSD,M,1,,MUNTEAN-ROȘCA,HORAȚIU,CD,12,CJPSDMUNTEAN-ROȘCA
34,SIBIU,SB,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,7,,POTRA,HORAȚIU,CD,1,SBPSDIPOTRA
28,MURES,MS,PATRIOȚII POPORULUI ROMÂN,PPR,M,13,,SIMON,HORAȚIU-ADRIAN,S,1,MSPPRSIMON
22,HUNEDOARA,HD,PARTIDUL NOUA ROMÂNIE,PNRO,M,8,,TATU,HORAȚIU-BOGDAN,S,1,HDPNROTATU
33,SALAJ,SJ,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,COSMA,HORAȚIU-LUCIAN,CD,1,SJUSRCOSMA
2,ARAD,AR,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,14,,PUȘCAȘU,HORAȚIU-MIRCEA,S,1,ARS.O.S. ROPUȘCAȘU
7,BOTOSANI,BT,FORȚA DREPTEI,FDREPTEI,M,6,,GUȚĂ,HORAȚIU-NICOLAE,S,3,BTFDREPTEIGUȚĂ
13,CLUJ,CJ,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,SEICA,HORAȚIU-RĂZVAN-GEORGE,CD,13,CJPNLSEICA
28,MURES,MS,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,MOLDOVAN,HORAȚIU-REMUS,CD,5,MSPNLMOLDOVAN
13,CLUJ,CJ,PARTIDUL SOCIAL DEMOCRAT,PSD,M,1,,CHIRTEȘ,HOREA DORIN,S,3,CJPSDCHIRTEȘ
28,MURES,MS,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,ȘARLEA,HOREA-ARTHUR,S,6,MSPNLȘARLEA
21,HARGHITA,HR,FORȚA DREPTEI,FDREPTEI,M,1,,POP,HOREA-CEZAR,S,1,HRFDREPTEIPOP
8,BRASOV,BV,FORȚA DREPTEI,FDREPTEI,M,6,,NEMEȘ-VINTILĂ,HOREA-ONUC,CD,9,BVFDREPTEINEMEȘ-VINTILĂ
43,Diaspora,diaspora,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,BOGDAN,HORIA - DANIEL,CD,2,diasporaUSRBOGDAN
19,GIURGIU,GR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,14,,ALEXE,HORIA-CRISTACHE,CD,2,GRPSDIALEXE
5,BIHOR,BH,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,18,,FILIP,HORIA-EUGEN,CD,4,BHROACTFILIP
22,HUNEDOARA,HD,PARTIDUL NAȚIONAL LIBERAL,PNL,M,6,,JURCA,HORIA-FLAVIUS,CD,4,HDPNLJURCA
37,TIMIS,TM,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,17,,RĂUȚ-BĂBUȚĂ,HORIA-MIHAI,CD,1,TMPSDIRĂUȚ-BĂBUȚĂ
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,10,,RĂDULESCU,HORIA-MIRCEA,S,7,PHPSDIRĂDULESCU
25,ILFOV,IF,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,9,,ION,HORIA-NICOLAE,CD,4,IFREPERION
21,HARGHITA,HR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,5,,KELEMEN,HUNOR,CD,1,HRUDMRKELEMEN
36,TELEORMAN,TR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,VARGYASI,HUNOR,CD,5,TRUDMRVARGYASI
9,BRAILA,BR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,ANDRÁS,HUNOR-JENŐ,S,2,BRUDMRANDRÁS
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,10,,SALMAN,HUSSAM,CD,4,ISPSDUSALMAN
6,BISTRITA-NASAUD,BN,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,8,,ISIP-LEORDEAN,IACOB,CD,3,BNS.O.S. ROISIP-LEORDEAN
38,TULCEA,TL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,3,,NACIADIS,IANCU,S,2,TLAURNACIADIS
11,CARAS-SEVERIN,CS,ROMÂNIA SOCIALISTĂ,PRS,M,7,PARTIDUL SOCIALIST ROMÂN,DUDA,IANCU-GHEORGHE,CD,7,CSPRSDUDAPARTIDUL SOCIALIST ROMÂN
32,SATU MARE,SM,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,20,,HIRI,IANOS,CD,6,SMADNHIRI
37,TIMIS,TM,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,9,,PETRU,IASMINA-ALEXANDRA,CD,10,TMPSDUPETRU
42,Bucuresti,B,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,BEJAN,IBOLYA,S,5,BUDMRBEJAN
38,TULCEA,TL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,KATONA,IBOLYA,CD,1,TLUDMRKATONA
16,DAMBOVITA,DB,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,2,,MESTER,IBOLYA,CD,8,DBUDMRMESTER
31,PRAHOVA,PH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,SERESTELY,IBOLYA,CD,9,PHUDMRSERESTELY
39,VASLUI,VS,PARTIDUL NAȚIONAL LIBERAL,PNL,F,4,,BUNESCU,IDA-ADNANA,CD,4,VSPNLBUNESCU
7,BOTOSANI,BT,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,14,,FOSA,IGOR,CD,5,BTPNCRFOSA
39,VASLUI,VS,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,19,,ISTRATI,IGORI,S,1,VSANCISTRATI
14,CONSTANTA,CT,FORȚA DREPTEI,FDREPTEI,M,2,,KIUSEP,IHSAN,CD,7,CTFDREPTEIKIUSEP
1,ALBA,AB,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,1,,SZŐCS,ILDICO,S,2,ABUDMRSZŐCS
22,HUNEDOARA,HD,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,2,,BOGDAN,ILDIKO,CD,5,HDUDMRBOGDAN
37,TIMIS,TM,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,5,,DENES,ILDIKO,CD,8,TMUDMRDENES
8,BRASOV,BV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,ENACHE,ILDIKO,S,5,BVUDMRENACHE
34,SIBIU,SB,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,1,,FOSZNER-KORODI,ILDIKO,S,4,SBUDMRFOSZNER-KORODI
3,ARGES,AG,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,RÁKOSI-SEIWARTH,ILDIKÓ,CD,2,AGUDMRRÁKOSI-SEIWARTH
18,GALATI,GL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,SIMO,ILDIKÓ,CD,6,GLUDMRSIMO
17,DOLJ,DJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,5,,PÉTER,ILDIKÓ-TIMEA,CD,5,DJUDMRPÉTER
26,MARAMURES,MM,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,17,,BOTA,ILEANA,CD,5,MMS.O.S. ROBOTA
2,ARAD,AR,ROMÂNIA SOCIALISTĂ,PRS,F,20,PARTIDUL SOCIALIST ROMÂN,BUNACIU,ILEANA,CD,5,ARPRSBUNACIUPARTIDUL SOCIALIST ROMÂN
13,CLUJ,CJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,6,,COLOSVARI,ILEANA,CD,7,CJUDMRCOLOSVARI
26,MARAMURES,MM,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,20,,MOLDOVAN,ILEANA,CD,9,MMADNMOLDOVAN
21,HARGHITA,HR,FORȚA DREPTEI,FDREPTEI,F,1,,NEGREA,ILEANA,CD,7,HRFDREPTEINEGREA
43,Diaspora,diaspora,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,17,,PASTORCICI,ILEANA,CD,4,diasporaDREPTPASTORCICI
27,MEHEDINTI,MH,FORȚA DREPTEI,FDREPTEI,F,2,,PULPĂ,ILEANA,CD,6,MHFDREPTEIPULPĂ
15,COVASNA,CV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,10,,SAS,ILEANA,CD,2,CVS.O.S. ROSAS
42,Bucuresti,B,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,19,,SIMION,ILEANA,CD,4,BANCSIMION
2,ARAD,AR,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,18,,STOICA,ILEANA,CD,4,ARPSDUSTOICA
14,CONSTANTA,CT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,1,,SZILAGYI,ILEANA,CD,5,CTUDMRSZILAGYI
34,SIBIU,SB,FORȚA DREPTEI,FDREPTEI,F,4,,DUNĂ,ILEANA-AURELIA,S,5,SBFDREPTEIDUNĂ
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT,PSD,F,4,,DUMITRACHE,ILEANA-CRISTINA,CD,3,CTPSDDUMITRACHE
26,MARAMURES,MM,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,15,,CHINDRIȘ,ILEANA-PĂLĂGUȚA,CD,4,MMPNCRCHINDRIȘ
25,ILFOV,IF,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,11,,BADEA,ILEANA-RUXANDRA,S,1,IFPNCRBADEA
4,BACAU,BC,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,BÎRZU,ILIE,CD,11,BCPNLBÎRZU
30,OLT,OT,ROMÂNIA SOCIALISTĂ,PRS,M,19,PARTIDUL SOCIALIST ROMÂN,BRODEALĂ,ILIE,CD,4,OTPRSBRODEALĂPARTIDUL SOCIALIST ROMÂN
40,VALCEA,VL,ROMÂNIA SOCIALISTĂ,PRS,M,13,PARTIDUL SOCIALIST ROMÂN,BUCĂ,ILIE,CD,2,VLPRSBUCĂPARTIDUL SOCIALIST ROMÂN
16,DAMBOVITA,DB,CANDIDAT INDEPENDENT,INDEPENDENT,M,39,,CIOBANU,ILIE,CD,1,DBINDEPENDENTCIOBANU
8,BRASOV,BV,PARTIDUL ECOLOGIST ROMÂN,PER,M,9,,DUCHIN,ILIE,CD,4,BVPERDUCHIN
9,BRAILA,BR,ROMÂNIA SOCIALISTĂ,PRS,M,9,PARTIDUL SOCIALIST ROMÂN,MULCICĂ,ILIE,S,4,BRPRSMULCICĂPARTIDUL SOCIALIST ROMÂN
9,BRAILA,BR,ROMÂNIA SOCIALISTĂ,PRS,M,9,PARTIDUL SOCIALIST ROMÂN,PANAIT,ILIE,CD,5,BRPRSPANAITPARTIDUL SOCIALIST ROMÂN
20,GORJ,GJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,21,,PETRESCU,ILIE,S,1,GJS.O.S. ROPETRESCU
36,TELEORMAN,TR,PARTIDUL NOUA ROMÂNIE,PNRO,M,11,,POPA,ILIE,S,1,TRPNROPOPA
17,DOLJ,DJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,SCÎRLETE,ILIE,S,5,DJPNCRSCÎRLETE
22,HUNEDOARA,HD,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,TOMA,ILIE,CD,2,HDPSDTOMA
27,MEHEDINTI,MH,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,PĂTĂȘANU,ILIE-ADRIAN,CD,3,MHUSRPĂTĂȘANU
13,CLUJ,CJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,COLEȘA,ILIE-ALIN,CD,2,CJAURCOLEȘA
7,BOTOSANI,BT,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,17,,CIORNENCHI,ILIE-ANDREI,CD,1,BTPSDUCIORNENCHI
